units_sold,badges_count,shipping_option_price,inventory_total,has_urgency_banner,merchant_info_subtitle,product_id,uses_ad_boosts
'\'(2.456275-4.618199]\'','\'(-inf-0.002146]\'','\'(3.995775-4.004122]\'','\'(33-inf)\'','\'(0.999647-inf)\'','(568 notes)',5e9ae51d43d6a96e303acdb0,0
'\'(8.514816-8.519045]\'','\'(-inf-0.002146]\'','\'(1.996401-2.000573]\'','\'(33-inf)\'','\'(-inf-0.000077]\'','(4,435 notes)',5c81feb19a4d0e06ea86daf7,1
'\'(6.907155-6.910279]\'','\'(1.014053-inf)\'','\'(4.968891-inf)\'','\'(33-inf)\'','\'(-inf-0.000077]\'','90 \% avis positifs (6,033 notes)',5c944cf5b82fb711ad500ec2,1
'\'(6.907155-6.910279]\'','\'(-inf-0.002146]\'','\'(1.996401-2.000573]\'','\'(33-inf)\'','\'(0.999647-inf)\'','93 \% avis positifs (4,425 notes)',5d2509a8b67b3f36849121a7,1
'\'(8.514816-8.519045]\'','\'(-inf-0.002146]\'','\'(2.999816-3.006102]\'','\'(33-inf)\'','\'(-inf-0.000077]\'','(7,889 notes)',5afa87619987a56b4ae7405c,0
'\'(2.456275-4.618199]\'','\'(0.992962-1.014053]\'','\'(-inf-1.0053]\'','\'(-inf-33]\'','\'(-inf-0.000077]\'','96 \% avis positifs (10,622 notes)',5cc7b24a607f2a6bbc3570e4,0
'\'(8.514816-8.519045]\'','\'(-inf-0.002146]\'','\'(-inf-1.0053]\'','\'(33-inf)\'','\'(-inf-0.000077]\'','86 \% avis positifs (32,778 notes)',5a38f6e0fc8e5b063a250db6,0
'\'(6.907155-6.910279]\'','\'(-inf-0.002146]\'','\'(2.999816-3.006102]\'','\'(33-inf)\'','\'(-inf-0.000077]\'','87 \% avis positifs (28,101 notes)',5ccfa00e24ae2d5cf52f45ca,0
'\'(8.514816-8.519045]\'','\'(-inf-0.002146]\'','\'(-inf-1.0053]\'','\'(33-inf)\'','\'(-inf-0.000077]\'','(55,670 notes)',5d1c1f12c794de7b30320ba6,1
'\'(6.907155-6.910279]\'','\'(-inf-0.002146]\'','\'(1.996401-2.000573]\'','\'(33-inf)\'','\'(-inf-0.000077]\'','78 \% avis positifs (42,514 notes)',5d00afae32ac2c5a78cc059c,1
'\'(2.456275-4.618199]\'','\'(-inf-0.002146]\'','\'(1.996401-2.000573]\'','\'(33-inf)\'','\'(-inf-0.000077]\'','82 \% avis positifs (10,600 notes)',5e9ea7ba3a27db3e80bb7b6e,0
'\'(2.29756-2.456275]\'','\'(-inf-0.002146]\'','\'(1.996401-2.000573]\'','\'(33-inf)\'','\'(-inf-0.000077]\'','84 \% avis positifs (32,394 notes)',5eb4dd1bba09581b242c01b0,0
'\'(6.907155-6.910279]\'','\'(-inf-0.002146]\'','\'(1.996401-2.000573]\'','\'(33-inf)\'','\'(0.999647-inf)\'','77 \% avis positifs (232 notes)',5ebcdff977dea63a3bbc4e5d,0
'\'(2.456275-4.618199]\'','\'(-inf-0.002146]\'','\'(-inf-1.0053]\'','\'(33-inf)\'','\'(0.999647-inf)\'','81 \% avis positifs (268 notes)',5e79d1d09981e55d65627085,0
'\'(2.29756-2.456275]\'','\'(-inf-0.002146]\'','\'(-inf-1.0053]\'','\'(33-inf)\'','\'(0.999647-inf)\'','85 \% avis positifs (13 notes)',5edf2eac07570835cf35ee02,0
'\'(2.456275-4.618199]\'','\'(-inf-0.002146]\'','\'(2.999816-3.006102]\'','\'(33-inf)\'','\'(-inf-0.000077]\'','86 \% avis positifs (12,919 notes)',5ed89a314342ce2530775c08,1
'\'(2.456275-4.618199]\'','\'(-inf-0.002146]\'','\'(1.996401-2.000573]\'','\'(33-inf)\'','\'(-inf-0.000077]\'','88\% feedback positivi (19,867 recensioni)',5eb3937c9dd6ca23dcb12315,1
'\'(6.907155-6.910279]\'','\'(0.992962-1.014053]\'','\'(2.999816-3.006102]\'','\'(33-inf)\'','\'(0.999647-inf)\'','79 \% avis positifs (667 notes)',5d4930a022fd6c0c10d9b8e3,1
'\'(9.899354-inf)\'','\'(-inf-0.002146]\'','\'(1.996401-2.000573]\'','\'(33-inf)\'','\'(-inf-0.000077]\'','86 \% avis positifs (43,742 notes)',5899205070782c519e2d8738,0
'\'(6.907155-6.910279]\'','\'(-inf-0.002146]\'','\'(2.999816-3.006102]\'','\'(33-inf)\'','\'(0.999647-inf)\'','88 \% avis positifs (4,811 notes)',5cccf1b9e723f0635d81553c,0
'\'(6.907155-6.910279]\'','\'(-inf-0.002146]\'','\'(-inf-1.0053]\'','\'(33-inf)\'','\'(0.999647-inf)\'','85 \% avis positifs (1,373 notes)',5e915fc33b3c4742cfd78b63,1
'\'(2.456275-4.618199]\'','\'(-inf-0.002146]\'','\'(-inf-1.0053]\'','\'(33-inf)\'','\'(-inf-0.000077]\'','(1,250 notes)',5ebe0ff82d407f12e15d8b69,0
'\'(9.208853-9.211215]\'','\'(0.992962-1.014053]\'','\'(2.999816-3.006102]\'','\'(33-inf)\'','\'(-inf-0.000077]\'','93 \% avis positifs (1,659 notes)',5a7033cfd91790235ed80f19,1
'\'(6.907155-6.910279]\'','\'(-inf-0.002146]\'','\'(1.996401-2.000573]\'','\'(33-inf)\'','\'(-inf-0.000077]\'','80 \% avis positifs (28,295 notes)',5eb0f505ff79823411767eca,1
'\'(9.899354-inf)\'','\'(-inf-0.002146]\'','\'(1.996401-2.000573]\'','\'(33-inf)\'','\'(0.999647-inf)\'','89 \% avis positifs (15,538 notes)',5b17a4cff4979a14e3b4bf7f,0
'\'(2.456275-4.618199]\'','\'(-inf-0.002146]\'','\'(-inf-1.0053]\'','\'(33-inf)\'','\'(-inf-0.000077]\'','(269 notes)',5eb64eca0c8dbe3dfc55c400,1
'\'(8.514816-8.519045]\'','\'(-inf-0.002146]\'','\'(-inf-1.0053]\'','\'(33-inf)\'','\'(-inf-0.000077]\'','91 \% avis positifs (99,283 notes)',5d2ee72ad0c3c6130e8e15e8,1
'\'(9.208853-9.211215]\'','\'(0.992962-1.014053]\'','\'(2.999816-3.006102]\'','\'(33-inf)\'','\'(-inf-0.000077]\'','91 \% avis positifs (23,719 notes)',5b45bfd6d26302285f0f83e6,1
'\'(8.514816-8.519045]\'','\'(-inf-0.002146]\'','\'(1.996401-2.000573]\'','\'(33-inf)\'','\'(-inf-0.000077]\'','87 \% avis positifs (50,864 notes)',5c079b1b3d864936c0a4c1a3,1
'\'(2.456275-4.618199]\'','\'(-inf-0.002146]\'','\'(3.995775-4.004122]\'','\'(33-inf)\'','\'(-inf-0.000077]\'','88 \% avis positifs (7,267 notes)',5cdd1c445632da70960b4b9a,0
'\'(2.456275-4.618199]\'','\'(-inf-0.002146]\'','\'(1.996401-2.000573]\'','\'(33-inf)\'','\'(0.999647-inf)\'','82 \% avis positifs (129 notes)',5ecb7e7bdc30f61965688c68,0
'\'(2.456275-4.618199]\'','\'(-inf-0.002146]\'','\'(-inf-1.0053]\'','\'(33-inf)\'','\'(0.999647-inf)\'','(3,762 notes)',5ee47535e0fdab19513772a7,1
'\'(9.208853-9.211215]\'','\'(-inf-0.002146]\'','\'(2.999816-3.006102]\'','\'(33-inf)\'','\'(-inf-0.000077]\'','(45,524 notes)',5cf5d255217c704c9f5ac4e0,1
'\'(2.456275-4.618199]\'','\'(-inf-0.002146]\'','\'(4.968891-inf)\'','\'(33-inf)\'','\'(0.999647-inf)\'','80 \% avis positifs (26 notes)',5e98015614b1cf44d90910da,0
'\'(6.907155-6.910279]\'','\'(-inf-0.002146]\'','\'(2.999816-3.006102]\'','\'(33-inf)\'','\'(-inf-0.000077]\'','85 \% avis positifs (37,956 notes)',5b61488334144513e27ce380,0
'\'(6.907155-6.910279]\'','\'(-inf-0.002146]\'','\'(-inf-1.0053]\'','\'(33-inf)\'','\'(-inf-0.000077]\'','82 \% avis positifs (3,119 notes)',5e9ea0052f7e421781e951fa,1
'\'(2.456275-4.618199]\'','\'(-inf-0.002146]\'','\'(1.996401-2.000573]\'','\'(33-inf)\'','\'(0.999647-inf)\'','85 \% avis positifs (98 notes)',5ea3ec32cf46550c2ee011e8,1
'\'(9.208853-9.211215]\'','\'(-inf-0.002146]\'','\'(2.999816-3.006102]\'','\'(33-inf)\'','\'(-inf-0.000077]\'','(3,972 notes)',5d48e96858129b44c0324f90,0
'\'(2.456275-4.618199]\'','\'(-inf-0.002146]\'','\'(2.999816-3.006102]\'','\'(33-inf)\'','\'(-inf-0.000077]\'','86 \% avis positifs (2,782 notes)',5db12c316a6f680a03dba43d,1
'\'(6.907155-6.910279]\'','\'(0.992962-1.014053]\'','\'(3.995775-4.004122]\'','\'(33-inf)\'','\'(-inf-0.000077]\'','89 \% avis positifs (514 notes)',5e65bf0988c42d5a40179cb4,1
'\'(8.514816-8.519045]\'','\'(-inf-0.002146]\'','\'(1.996401-2.000573]\'','\'(33-inf)\'','\'(-inf-0.000077]\'','(1,686 notes)',5c9c7c98b453e26d96b0341f,0
'\'(9.208853-9.211215]\'','\'(-inf-0.002146]\'','\'(1.996401-2.000573]\'','\'(33-inf)\'','\'(-inf-0.000077]\'','85 \% avis positifs (10,501 notes)',5acefb2f16d944554a579745,0
'\'(9.899354-inf)\'','\'(-inf-0.002146]\'','\'(2.999816-3.006102]\'','\'(33-inf)\'','\'(-inf-0.000077]\'','80 \% avis positifs (78,307 notes)',579c11beaa8aa377f926b2ea,0
'\'(2.456275-4.618199]\'','\'(-inf-0.002146]\'','\'(2.999816-3.006102]\'','\'(33-inf)\'','\'(-inf-0.000077]\'','85 \% avis positifs (88 notes)',5ecb231abbaf9c260ba413ea,0
'\'(9.208853-9.211215]\'','\'(-inf-0.002146]\'','\'(2.999816-3.006102]\'','\'(33-inf)\'','\'(-inf-0.000077]\'','81 \% avis positifs (4,295 notes)',5c9da0f8593b264e85540ba3,0
'\'(2.456275-4.618199]\'','\'(-inf-0.002146]\'','\'(-inf-1.0053]\'','\'(33-inf)\'','\'(0.999647-inf)\'','87 \% avis positifs (11,401 notes)',5ec3838095806b23bae8412b,1
'\'(6.907155-6.910279]\'','\'(-inf-0.002146]\'','\'(1.996401-2.000573]\'','\'(33-inf)\'','\'(0.999647-inf)\'','83 \% avis positifs (7,858 notes)',5d30353626e12b6a5c2b44f6,0
'\'(8.514816-8.519045]\'','\'(-inf-0.002146]\'','\'(1.996401-2.000573]\'','\'(33-inf)\'','\'(0.999647-inf)\'','(9,827 notes)',594c7f0082f9b070a355c94c,0
'\'(2.456275-4.618199]\'','\'(-inf-0.002146]\'','\'(2.999816-3.006102]\'','\'(33-inf)\'','\'(0.999647-inf)\'','87 \% avis positifs (9,827 notes)',5936611a08f45940ce8b5e01,0
'\'(2.456275-4.618199]\'','\'(-inf-0.002146]\'','\'(1.996401-2.000573]\'','\'(33-inf)\'','\'(0.999647-inf)\'','88 \% avis positifs (1,160 notes)',5d299060d270a82a82344c01,0
'\'(6.907155-6.910279]\'','\'(-inf-0.002146]\'','\'(2.999816-3.006102]\'','\'(33-inf)\'','\'(-inf-0.000077]\'','82 \% avis positifs (8,821 notes)',5d42ab33e2f3da0f1d959b01,0
'\'(8.514816-8.519045]\'','\'(-inf-0.002146]\'','\'(1.996401-2.000573]\'','\'(33-inf)\'','\'(-inf-0.000077]\'','87 \% avis positifs (13,879 notes)',5a2f7cdb5cc9a60fadb7abc6,1
'\'(6.907155-6.910279]\'','\'(-inf-0.002146]\'','\'(1.996401-2.000573]\'','\'(33-inf)\'','\'(0.999647-inf)\'','85 \% avis positifs (35,358 notes)',5ca2f72d96d90c7ed661b692,0
'\'(2.29756-2.456275]\'','\'(-inf-0.002146]\'','\'(2.999816-3.006102]\'','\'(33-inf)\'','\'(0.999647-inf)\'','79 \% avis positifs (291 notes)',5ed48479a79b693eae66e575,1
'\'(2.456275-4.618199]\'','\'(0.992962-1.014053]\'','\'(1.996401-2.000573]\'','\'(33-inf)\'','\'(0.999647-inf)\'','82 \% avis positifs (8,989 notes)',5e956110d55c740fe1578225,0
'\'(6.907155-6.910279]\'','\'(-inf-0.002146]\'','\'(2.999816-3.006102]\'','\'(33-inf)\'','\'(-inf-0.000077]\'','85 \% avis positifs (3,300 notes)',5cfa0a9de936495950c04101,0
'\'(8.514816-8.519045]\'','\'(0.992962-1.014053]\'','\'(1.996401-2.000573]\'','\'(33-inf)\'','\'(-inf-0.000077]\'','91 \% avis positifs (5,781 notes)',5ce2439e619d074a2e7b8481,1
'\'(2.456275-4.618199]\'','\'(0.992962-1.014053]\'','\'(2.999816-3.006102]\'','\'(33-inf)\'','\'(-inf-0.000077]\'','(7,627 notes)',5cece97854680c605d708db0,0
'\'(2.456275-4.618199]\'','\'(-inf-0.002146]\'','\'(2.999816-3.006102]\'','\'(33-inf)\'','\'(-inf-0.000077]\'','90 \% avis positifs (26,833 notes)',5cc6cc24034a3c48657edb3f,0
'\'(6.907155-6.910279]\'','\'(-inf-0.002146]\'','\'(2.999816-3.006102]\'','\'(33-inf)\'','\'(0.999647-inf)\'','86 \% avis positifs (16,523 notes)',5aa0ee9c8304252fddfcc4f1,0
'\'(8.514816-8.519045]\'','\'(-inf-0.002146]\'','\'(1.996401-2.000573]\'','\'(33-inf)\'','\'(-inf-0.000077]\'','88 \% avis positifs (11,883 notes)',5cededafd481f058c1c52148,1
'\'(2.456275-4.618199]\'','\'(0.992962-1.014053]\'','\'(-inf-1.0053]\'','\'(33-inf)\'','\'(-inf-0.000077]\'','(277 notes)',5eb399f9f7086c24de6a958c,1
'\'(6.907155-6.910279]\'','\'(-inf-0.002146]\'','\'(-inf-1.0053]\'','\'(33-inf)\'','\'(-inf-0.000077]\'','85 \% avis positifs (703 notes)',5e6896fefcbdc64ff96f9935,1
'\'(2.456275-4.618199]\'','\'(-inf-0.002146]\'','\'(2.999816-3.006102]\'','\'(33-inf)\'','\'(-inf-0.000077]\'','87 \% avis positifs (7,363 notes)',5e93ffb081f3830154bf3585,0
'\'(6.907155-6.910279]\'','\'(0.992962-1.014053]\'','\'(-inf-1.0053]\'','\'(33-inf)\'','\'(0.999647-inf)\'','89 \% avis positifs (126,370 notes)',5e16cb87e6dd7c03be24b28a,0
'\'(2.456275-4.618199]\'','\'(-inf-0.002146]\'','\'(1.996401-2.000573]\'','\'(33-inf)\'','\'(-inf-0.000077]\'','84 \% avis positifs (173 notes)',5eedd34f85d8a51957774703,1
'\'(2.29756-2.456275]\'','\'(-inf-0.002146]\'','\'(1.996401-2.000573]\'','\'(33-inf)\'','\'(0.999647-inf)\'','80 \% avis positifs (4,485 notes)',5e9fcb1b93ebc013c8dc9f18,0
'\'(6.907155-6.910279]\'','\'(-inf-0.002146]\'','\'(2.999816-3.006102]\'','\'(33-inf)\'','\'(0.999647-inf)\'','90 \% avis positifs (47,639 notes)',5ae186aea9cca955de69c5c0,0
'\'(8.514816-8.519045]\'','\'(-inf-0.002146]\'','\'(1.996401-2.000573]\'','\'(33-inf)\'','\'(-inf-0.000077]\'','87 \% avis positifs (88,193 notes)',5d27f983780e69046e93254c,1
'\'(9.208853-9.211215]\'','\'(-inf-0.002146]\'','\'(-inf-1.0053]\'','\'(33-inf)\'','\'(-inf-0.000077]\'','(16,013 notes)',5d0c4bf4f8e0be7ea8e096ed,1
'\'(8.514816-8.519045]\'','\'(-inf-0.002146]\'','\'(1.996401-2.000573]\'','\'(33-inf)\'','\'(-inf-0.000077]\'','81 \% avis positifs (91,631 notes)',5dafd1e7e580730831a8a64c,0
'\'(9.899354-inf)\'','\'(-inf-0.002146]\'','\'(1.996401-2.000573]\'','\'(33-inf)\'','\'(0.999647-inf)\'','88 \% avis positifs (17,760 notes)',5af406469be1de3b00f73128,1
'\'(2.456275-4.618199]\'','\'(-inf-0.002146]\'','\'(2.999816-3.006102]\'','\'(33-inf)\'','\'(-inf-0.000077]\'','79 \% avis positifs (1,452 notes)',5e7ef0c5014a212b80a7b19e,0
'\'(2.456275-4.618199]\'','\'(-inf-0.002146]\'','\'(1.996401-2.000573]\'','\'(33-inf)\'','\'(0.999647-inf)\'','86\% Feedback pozitiv (2,782 rating)',5eb0b91db0d5d210fe8ac2ff,0
'\'(2.456275-4.618199]\'','\'(-inf-0.002146]\'','\'(4.968891-inf)\'','\'(33-inf)\'','\'(-inf-0.000077]\'','89 \% avis positifs (3,588 notes)',5e8436c3c510a227405a1f1b,0
'\'(6.907155-6.910279]\'','\'(-inf-0.002146]\'','\'(-inf-1.0053]\'','\'(33-inf)\'','\'(-inf-0.000077]\'','88 \% avis positifs (11,505 notes)',5c9b4fb6c7c1b5471f6dee62,0
'\'(2.456275-4.618199]\'','\'(-inf-0.002146]\'','\'(2.999816-3.006102]\'','\'(33-inf)\'','\'(-inf-0.000077]\'','85 \% avis positifs (17,002 notes)',5dcbbed0de3a61037b6f1ef7,0
'\'(2.456275-4.618199]\'','\'(-inf-0.002146]\'','\'(-inf-1.0053]\'','\'(33-inf)\'','\'(-inf-0.000077]\'','80 \% avis positifs (3,762 notes)',5ecb7059fb408fea401d255e,1
'\'(2.456275-4.618199]\'','\'(-inf-0.002146]\'','\'(-inf-1.0053]\'','\'(33-inf)\'','\'(-inf-0.000077]\'','85 \% avis positifs (3,852 notes)',5dc51020f73ea90d48c68531,0
'\'(9.208853-9.211215]\'','\'(-inf-0.002146]\'','\'(1.996401-2.000573]\'','\'(33-inf)\'','\'(-inf-0.000077]\'','(61,895 notes)',5ab4c9a52d659f0378b9cb22,0
'\'(2.456275-4.618199]\'','\'(-inf-0.002146]\'','\'(2.999816-3.006102]\'','\'(33-inf)\'','\'(-inf-0.000077]\'','85 \% avis positifs (104 notes)',5e6f204282e6d6b567d051d7,0
'\'(2.456275-4.618199]\'','\'(-inf-0.002146]\'','\'(2.999816-3.006102]\'','\'(33-inf)\'','\'(0.999647-inf)\'','82 \% avis positifs (1,643 notes)',5eb29d33ae52d33440407949,0
'\'(2.456275-4.618199]\'','\'(-inf-0.002146]\'','\'(-inf-1.0053]\'','\'(33-inf)\'','\'(-inf-0.000077]\'','83 \% avis positifs (7,858 notes)',5cc2592d1ff4ab5900977522,0
'\'(2.456275-4.618199]\'','\'(-inf-0.002146]\'','\'(1.996401-2.000573]\'','\'(33-inf)\'','\'(0.999647-inf)\'','76 \% avis positifs (112 notes)',5eba05b08c884a0bddd0ad96,0
'\'(6.907155-6.910279]\'','\'(-inf-0.002146]\'','\'(2.999816-3.006102]\'','\'(33-inf)\'','\'(-inf-0.000077]\'','(15,407 notes)',5b77b487c2bcf56ac0d49a19,0
'\'(8.514816-8.519045]\'','\'(-inf-0.002146]\'','\'(2.999816-3.006102]\'','\'(33-inf)\'','\'(-inf-0.000077]\'','83\% положительных отзывов (5,083 рейтинг)',5ae9344787ff841c9ab69b79,0
'\'(2.456275-4.618199]\'','\'(-inf-0.002146]\'','\'(2.999816-3.006102]\'','\'(33-inf)\'','\'(-inf-0.000077]\'','77 \% avis positifs (111 notes)',5ec1fcc3674f2550b841f3f2,1
'\'(2.456275-4.618199]\'','\'(-inf-0.002146]\'','\'(-inf-1.0053]\'','\'(33-inf)\'','\'(-inf-0.000077]\'','81 \% avis positifs (28 notes)',5ed9af39e06ea614ef1afb59,0
'\'(6.907155-6.910279]\'','\'(-inf-0.002146]\'','\'(2.999816-3.006102]\'','\'(33-inf)\'','\'(-inf-0.000077]\'','83\% Positive Feedback (12,441 ratings)',5e660d44ed8e33cf98d36f99,1
'\'(6.907155-6.910279]\'','\'(-inf-0.002146]\'','\'(1.996401-2.000573]\'','\'(33-inf)\'','\'(-inf-0.000077]\'','80 \% avis positifs (8,362 notes)',5e7d9629e8192e00463aa6d5,0
'\'(2.456275-4.618199]\'','\'(-inf-0.002146]\'','\'(2.999816-3.006102]\'','\'(33-inf)\'','\'(-inf-0.000077]\'','74 \% avis positifs (88 notes)',5e6098d6aefd8aba77d88f6b,0
'\'(2.456275-4.618199]\'','\'(-inf-0.002146]\'','\'(2.999816-3.006102]\'','\'(33-inf)\'','\'(-inf-0.000077]\'','71 \% avis positifs (364 notes)',5eaa6e36fa62c322bb57f78d,1
'\'(9.208853-9.211215]\'','\'(-inf-0.002146]\'','\'(2.999816-3.006102]\'','\'(33-inf)\'','\'(-inf-0.000077]\'','87 \% avis positifs (839,882 notes)',57ccc65975aea72c65411bc6,1
'\'(6.907155-6.910279]\'','\'(-inf-0.002146]\'','\'(1.996401-2.000573]\'','\'(33-inf)\'','\'(0.999647-inf)\'','(2,946 notes)',5a62e26c95f79f51de48a606,0
'\'(2.456275-4.618199]\'','\'(0.992962-1.014053]\'','\'(-inf-1.0053]\'','\'(33-inf)\'','\'(-inf-0.000077]\'','94 \% avis positifs (343 notes)',5e8c600e60f3076f85bf2d73,1
'\'(2.456275-4.618199]\'','\'(-inf-0.002146]\'','\'(1.996401-2.000573]\'','\'(33-inf)\'','\'(0.999647-inf)\'','79 \% avis positifs (127 notes)',5ec1e63f7abee20ab93c68f2,0
'\'(2.456275-4.618199]\'','\'(-inf-0.002146]\'','\'(-inf-1.0053]\'','\'(33-inf)\'','\'(-inf-0.000077]\'','82 \% avis positifs (613 notes)',5eba1a18d61f0344e17fae3c,1
'\'(9.208853-9.211215]\'','\'(-inf-0.002146]\'','\'(1.996401-2.000573]\'','\'(33-inf)\'','\'(-inf-0.000077]\'','(31,559 notes)',5abf2ef62ef55168ca71bd15,1
'\'(6.907155-6.910279]\'','\'(-inf-0.002146]\'','\'(2.999816-3.006102]\'','\'(33-inf)\'','\'(-inf-0.000077]\'','90 \% avis positifs (104,269 notes)',56791dffae318651873663c2,0
'\'(2.456275-4.618199]\'','\'(-inf-0.002146]\'','\'(1.996401-2.000573]\'','\'(33-inf)\'','\'(0.999647-inf)\'','81\% Positive Feedback (28 ratings)',5ed8b757c840df324c7796aa,1
'\'(9.208853-9.211215]\'','\'(-inf-0.002146]\'','\'(1.996401-2.000573]\'','\'(33-inf)\'','\'(-inf-0.000077]\'','(11,596 notes)',5b10c4ef431b7342aadace18,0
'\'(9.899354-inf)\'','\'(-inf-0.002146]\'','\'(2.999816-3.006102]\'','\'(33-inf)\'','\'(-inf-0.000077]\'','92 \% avis positifs (37,076 notes)',5892e3b0da200f71bcec426e,0
'\'(2.456275-4.618199]\'','\'(-inf-0.002146]\'','\'(2.999816-3.006102]\'','\'(-inf-33]\'','\'(-inf-0.000077]\'','87 \% avis positifs (14,358 notes)',5c74e0aec25639192b9e2275,0
'\'(9.208853-9.211215]\'','\'(-inf-0.002146]\'','\'(2.999816-3.006102]\'','\'(33-inf)\'','\'(-inf-0.000077]\'','90 \% avis positifs (190,918 notes)',5577faf03cef83230c39d0c3,0
'\'(6.907155-6.910279]\'','\'(-inf-0.002146]\'','\'(-inf-1.0053]\'','\'(33-inf)\'','\'(0.999647-inf)\'','81 \% avis positifs (2,072 notes)',5eab54c831a9e205b05e6e84,0
'\'(2.456275-4.618199]\'','\'(0.992962-1.014053]\'','\'(1.996401-2.000573]\'','\'(33-inf)\'','\'(-inf-0.000077]\'','95 \% avis positifs (1,032 notes)',5d1c260af02c727e3c3d0c61,1
'\'(9.899354-inf)\'','\'(0.992962-1.014053]\'','\'(1.996401-2.000573]\'','\'(33-inf)\'','\'(-inf-0.000077]\'','91 \% avis positifs (38,264 notes)',57cfd9cc1640562050e48bec,0
'\'(8.514816-8.519045]\'','\'(-inf-0.002146]\'','\'(1.996401-2.000573]\'','\'(33-inf)\'','\'(0.999647-inf)\'','85 \% avis positifs (80,093 notes)',5d1437ef4bc85a14abf579a8,0
'\'(2.456275-4.618199]\'','\'(-inf-0.002146]\'','\'(2.999816-3.006102]\'','\'(33-inf)\'','\'(-inf-0.000077]\'','88 \% avis positifs (21,485 notes)',5ed4846f86ab3a200059da35,1
'\'(6.907155-6.910279]\'','\'(-inf-0.002146]\'','\'(-inf-1.0053]\'','\'(33-inf)\'','\'(-inf-0.000077]\'','(45,372 notes)',5e8eb174fcc85c4b2f970769,1
'\'(6.907155-6.910279]\'','\'(-inf-0.002146]\'','\'(2.999816-3.006102]\'','\'(33-inf)\'','\'(-inf-0.000077]\'','84 \% avis positifs (139,223 notes)',5c9042bd4d78254c392d449a,0
'\'(9.899354-inf)\'','\'(-inf-0.002146]\'','\'(1.996401-2.000573]\'','\'(33-inf)\'','\'(-inf-0.000077]\'','89 \% avis positifs (19,221 notes)',57639e8824841762459c5e5c,0
'\'(6.907155-6.910279]\'','\'(-inf-0.002146]\'','\'(2.999816-3.006102]\'','\'(33-inf)\'','\'(-inf-0.000077]\'','88 \% avis positifs (19,760 notes)',5d5d0f8768a6ac6756e3d21e,1
'\'(2.456275-4.618199]\'','\'(-inf-0.002146]\'','\'(1.996401-2.000573]\'','\'(33-inf)\'','\'(-inf-0.000077]\'','53 \% avis positifs (32 notes)',5e68ffbbe97f758d0698e049,0
'\'(9.208853-9.211215]\'','\'(-inf-0.002146]\'','\'(1.996401-2.000573]\'','\'(33-inf)\'','\'(-inf-0.000077]\'','87 \% avis positifs (34,311 notes)',5c1c89326432f859634aa737,0
'\'(6.907155-6.910279]\'','\'(-inf-0.002146]\'','\'(1.996401-2.000573]\'','\'(33-inf)\'','\'(-inf-0.000077]\'','93 \% avis positifs (13,625 notes)',5d29bc2e05b01018762aaea8,1
'\'(6.907155-6.910279]\'','\'(-inf-0.002146]\'','\'(-inf-1.0053]\'','\'(33-inf)\'','\'(-inf-0.000077]\'','85 \% avis positifs (550 notes)',5ea918a65f8ba830fee3a94f,1
'\'(6.907155-6.910279]\'','\'(-inf-0.002146]\'','\'(2.999816-3.006102]\'','\'(33-inf)\'','\'(0.999647-inf)\'','86 \% avis positifs (38,985 notes)',58db2a4eca5fec55a2b176a8,0
'\'(9.208853-9.211215]\'','\'(-inf-0.002146]\'','\'(1.996401-2.000573]\'','\'(33-inf)\'','\'(-inf-0.000077]\'','85 \% avis positifs (1,987 notes)',5ce75b39bd809b61b5617d4a,0
'\'(6.907155-6.910279]\'','\'(-inf-0.002146]\'','\'(2.999816-3.006102]\'','\'(33-inf)\'','\'(-inf-0.000077]\'','87 \% avis positifs (5,042 notes)',5ceb44aac976b44c9c5f0227,0
'\'(6.907155-6.910279]\'','\'(-inf-0.002146]\'','\'(1.996401-2.000573]\'','\'(33-inf)\'','\'(0.999647-inf)\'','91 \% avis positifs (2,792 notes)',5ee8d64229e09b123f9e9aa7,1
'\'(6.907155-6.910279]\'','\'(-inf-0.002146]\'','\'(-inf-1.0053]\'','\'(33-inf)\'','\'(-inf-0.000077]\'','92 \% avis positifs (791 notes)',5ea11302c2d31f2d6f622bd2,0
'\'(9.208853-9.211215]\'','\'(-inf-0.002146]\'','\'(2.999816-3.006102]\'','\'(33-inf)\'','\'(-inf-0.000077]\'','89 \% avis positifs (11,148 notes)',5b4dcba5c731de4eb674bf4f,1
'\'(6.907155-6.910279]\'','\'(-inf-0.002146]\'','\'(2.999816-3.006102]\'','\'(33-inf)\'','\'(0.999647-inf)\'','85\% Feedback pozitiv (639 rating)',575f968e71c7c161e321f107,0
'\'(2.456275-4.618199]\'','\'(-inf-0.002146]\'','\'(1.996401-2.000573]\'','\'(33-inf)\'','\'(-inf-0.000077]\'','76 \% avis positifs (104 notes)',5e50d4805cb11404c0659096,1
'\'(2.29756-2.456275]\'','\'(-inf-0.002146]\'','\'(1.996401-2.000573]\'','\'(33-inf)\'','\'(-inf-0.000077]\'','86 \% avis positifs (3,694 notes)',5eb8dd6275e01b65b8da16ac,1
'\'(6.907155-6.910279]\'','\'(-inf-0.002146]\'','\'(-inf-1.0053]\'','\'(33-inf)\'','\'(0.999647-inf)\'','86 \% avis positifs (72,885 notes)',589d7bc5b72e7c1397b8b5d2,1
